TrialNumber,ActualLocation,GuessedLocations,LocationCorrect,ActualCategory,GuessedCategory,CategoryCorrect
0,6,6,True,2,2,True
1,4,4,True,2,3,False
2,4,4,True,3,3,True
3,4,4,True,1,1,True
4,6,6,True,2,2,True
5,6,6,True,3,3,True
6,5,4,False,3,3,True
7,6,6,True,1,1,True
8,6,6,True,3,2,False
9,5,4,False,2,2,True
10,5,5,True,1,1,True
11,4,4,True,1,1,True
12,5,5,True,3,3,True
13,6,6,True,1,1,True
14,4,4,True,3,2,False
15,4,4,True,2,3,False
16,5,5,True,2,3,False
17,5,5,True,1,1,True
