TrialNumber,ActualLocation,GuessedLocations,LocationCorrect,ActualCategory,GuessedCategory,CategoryCorrect
0,5,5,True,3,3,True
1,6,6,True,2,1,False
2,4,4,True,2,1,False
3,6,6,True,1,1,True
4,4,4,True,1,1,True
5,6,6,True,3,3,True
6,4,4,True,3,3,True
7,6,6,True,2,2,True
8,4,4,True,3,3,True
9,5,5,True,2,2,True
10,4,4,True,2,2,True
11,5,5,True,3,3,True
12,6,6,True,3,2,False
13,5,4,False,1,1,True
14,5,4,False,1,1,True
15,4,4,True,1,1,True
16,6,6,True,1,1,True
17,5,5,True,2,2,True
