TrialNumber,ActualLocation,GuessedLocations,LocationCorrect,ActualCategory,GuessedCategory,CategoryCorrect
0,6,6,True,1,2,False
1,5,5,True,1,1,True
2,5,5,True,2,2,True
3,4,4,True,2,2,True
4,5,5,True,3,3,True
5,4,4,True,1,1,True
6,6,6,True,2,2,True
7,4,4,True,1,1,True
8,4,4,True,2,2,True
9,6,6,True,3,3,True
10,4,4,True,3,3,True
11,6,6,True,1,1,True
12,5,5,True,2,2,True
13,5,5,True,1,1,True
14,4,4,True,3,3,True
15,6,6,True,3,2,False
16,5,5,True,3,3,True
17,6,6,True,2,2,True
